"","cod","lat","lng","intrusion","variation","flag_variation","v1","v2","v3","v4","v5","v6","v7"
"170",3578,38.5790294,-0.3465971,10,100,"pos",26.6114701353945,21.1027524805059,700.167166162282,3939.85674749129,3.09676135353488,2196.34627811611,339.97745958847
"171",3579,38.6002612,-0.2526163,4,100,"pos",35.8817814390641,180.554417375201,4356.55697798356,4663.14246789552,1.45740851496544,6253.29250376672,351.378682746338
"172",3580,38.5847483,-0.098043,4,0,"null",13.515927352244,406.04570685889,2709.24759488553,6156.68041952886,5.35891257722028,6905.71867241524,350.656327332053
"173",3581,38.563771,-0.0700051,3,28.2,"pos",3.64750000485219,252.657201861083,3552.03560316004,2581.43161479384,-0.350293834315004,4290.62083782628,337.765814613673
"174",3590,38.6215091,-0.0466559,7,0,"null",8.0575139389839,56.210030559315,2950.74942372739,5267.53301285207,6.14737539650424,880.051127122715,348.285561809564
"175",3599,38.3881361,-0.4490575,3,0,"null",10.6031331894919,-200.433595127908,1198.80406861193,4035.12413334101,2.27557910923034,2214.01610015891,327.672173012283
"176",3600,38.4716212,-0.8198775,1,14,"neg",34.0413844001014,-211.594423641789,5403.91842904501,5331.72349426895,-2.49909366599596,4941.22741487809,341.738791724133
"177",3610,38.5037223,-0.7342734,4,0,"null",48.990124910837,305.468410460089,5344.61070783436,1058.40443116613,3.694598417952,3584.35897817835,335.644740418465
"178",3630,38.5558135,-0.8008388,5,0,"null",42.4894104942214,80.3980233475184,2238.17340433598,6522.49009814113,8.53994941309669,4653.55374277569,349.752031413049
"179",3638,38.5129618,-0.9152051,2,6.9,"neg",16.9395067549776,-32.8288953133475,6107.09567414597,4723.33773528226,4.41911147249833,886.114461906254,342.451050320658
"180",3640,38.4185451,-0.8865834,3,33.9,"neg",40.0121525141876,5.56461713249266,6419.48595973663,2878.26632875949,2.47773718588481,4415.77578829601,321.872793178727
"181",3650,38.3988134,-1.0466437,1,48,"neg",40.3207896070089,568.869894384427,1433.86870785616,6439.7847131826,3.91014597964679,6026.39391538687,337.760031283965
"182",3660,38.3877123,-0.7818089,6,132.7,"pos",16.7382537345402,-424.069112059942,5961.11890356988,770.567263755947,2.32916203460242,4573.78714275546,340.77527654652
"183",3669,38.344477,-0.9342973,6,425.3,"pos",48.7571146516129,428.310169227621,2487.49095583335,6088.7485686224,6.93693219632682,908.24796478264,338.009543858323
"184",3670,38.3461808,-0.6867939,3,0,"null",3.18919616099447,-72.753280580895,6143.38237089105,4405.03132599406,10.0584459059798,6815.68065467291,337.59642460047
"185",3679,38.388305,-0.6867939,2,6.7,"pos",32.29511816171,499.507395701534,3232.10428608581,862.558498373255,-2.08183560771348,3933.94089424983,325.715601603214
"186",3680,38.3351158,-0.7722974,4,97.9,"pos",20.6130767632276,-104.727410346417,6006.99042840861,3794.77246198803,3.26735860220921,5791.90244171768,329.875021684879
"187",3688,38.3026233,-0.8961217,2,0,"null",3.98338360968046,38.5301372821772,1808.84836567566,2765.16756024212,5.34800627255202,1456.9384958595,332.675946767373
"188",3689,38.2758548,-0.9486223,1,46.5,"neg",8.02918406808749,-188.499437336885,6216.91070944071,4616.15129332058,1.41715355759917,4292.22360509448,336.078812643138
"189",3690,38.4102285,-0.5163312,2,33.8,"pos",45.7369034795556,105.290501258467,2154.41998210736,5734.97936245985,12.6295523511669,3592.1748099383,341.135518289504
"190",3698,38.4516568,-0.6488505,3,96.6,"pos",24.6069478355348,324.29505142317,6435.12986754067,3485.91991243884,8.46043473730333,4005.45906340703,355.656624670529
"191",3699,38.3677611,-0.5920027,4,0,"null",29.9452159048524,258.296959209126,6654.8705807887,1279.75382637233,-0.0739370831263105,1769.70446184278,340.135570831073
"192",3700,38.8466543,0.0886948,1,28.1,"neg",19.8954084569123,99.7461306019845,5501.00238230079,5129.29341434501,6.37730357419896,1542.79705751687,339.366339398345
"193",3709,38.8257591,0.0606637,2,15.9,"neg",8.11948163621128,8.75336559336037,474.775371560827,3727.54691326991,0.0726376509843955,721.278199087828,331.130974848317
"194",3710,38.6477333,0.0419877,2,38.4,"neg",5.03096811962314,158.04487444084,2306.16463571787,2447.0773821231,4.82751998935152,1578.55388778262,349.446471275785
"195",3720,38.6844314,0.0279867,2,9,"pos",40.7779954317957,-418.587768419869,915.47602172941,4500.82340892404,0.761501044047107,2916.00680681877,356.914680984052
"196",3724,38.7000866,0.1261013,1,15.9,"pos",36.4747998581734,514.181775462998,1362.99707009457,688.520394777879,3.86709857237537,2120.70034840144,345.885665657447
"197",3725,38.7263003,0.102718,8,0,"null",38.2423634955194,336.603264239145,1059.67371379957,6721.42518637702,13.7745163288547,4395.38119197823,350.71065094902
"198",3726,38.7210186,0.1448182,1,0,"null",45.031154459808,43.8945349072697,3491.94434457459,1122.3820682615,8.69903904824078,3284.24671920948,333.14762237105
"199",3728,38.7525182,-0.0419877,11,100,"pos",46.3259576372802,-328.309588864096,743.279636418447,5957.65741462819,1.42039030445951,1595.74032491073,337.669856231396
"200",3729,38.7472871,0.0279867,7,100,"pos",8.59709632745944,553.272794008473,6674.36670511961,2682.15317614377,8.06007049514471,3514.28162842058,342.760160283423
"201",3730,38.789053,0.1588618,0,30.7,"neg",11.9694231082685,163.650264117282,6059.77327385917,3409.58797242492,14.7520412322302,6139.01713606901,335.264647066955
"202",3739,38.7471561,0.1775946,1,4.6,"pos",47.3970021340065,-171.411364819326,4707.36757908016,3556.97550335899,3.13221106404951,5448.49049388431,328.617850238942
"203",3740,38.7682107,0.0653341,8,0,"null",42.9833759311587,248.163386887508,1387.74656089954,2094.27273450419,8.5597506343178,2944.05299429782,336.635028683592
"204",3750,38.7891572,0.0279867,5,100.8,"pos",17.4813217921183,27.7745025973572,2463.40893064626,5812.68544676714,-5.92146115146385,3713.72520020232,351.913271792595
"205",3759,38.7943901,-0.0233208,4,100,"pos",31.661873847479,285.37119228024,2253.78048708662,6986.59806549549,3.93841834613074,507.314229384065,338.948788787306
"206",3760,38.8257739,0.0139908,6,1.9,"pos",20.5877563024405,-93.3434070366989,3314.14084546268,6353.12653277069,5.21103228966407,4016.65664720349,352.118105873051
"207",3769,38.8257673,-0.0419877,12,0,"null",28.9406902189367,160.886143871729,3452.35280059278,2600.71006193757,-3.73372442933901,4817.77547867969,336.232114572889
"208",3770,38.8466878,-0.004663,6,30,"pos",22.8812340307049,208.50216812548,5660.48864438199,2069.53262975439,15.9063574706245,6822.93974184431,323.979742482338
"209",3778,38.81793,-0.0116586,2,100,"pos",11.6273881141096,379.236358970623,3484.58207841031,3172.08840791136,0.996627562467318,5954.59617301822,351.270673105988
"210",3779,38.8571411,0.0139908,2,2.4,"pos",44.8671204799321,-4.82110461646412,3971.97147333063,6308.44790055417,12.2363812601411,2463.84675600566,333.537260088528
"211",3780,38.8518701,-0.102718,3,104.7,"pos",13.4728701026179,41.0343431413071,1267.80584529042,2247.0238304697,12.2152502486636,5943.86670105159,342.880230877052
"212",3789,38.809978,-0.1588618,3,100,"pos",2.57546079484746,178.172710800614,432.549829734489,2582.13208527304,6.42365948468786,6321.04883175343,331.945863542827
"213",3790,38.7806407,-0.0635827,1,3.9,"pos",36.8496416460257,-279.317253964672,4033.83237519301,2200.57178856805,-3.60103115629367,2607.44895604439,358.915199933863
"214",3792,38.7525048,-0.0700051,3,0,"null",9.00690822699107,343.199292639044,4028.56032880954,429.790374077857,-1.54416801818561,3304.32552271523,342.733066007584
"215",3800,38.512582,30.5394232,3,100,"pos",44.1855429620482,-83.7206904579811,4417.35996785574,563.859254075214,36.4597563983523,1847.54334622994,331.061603629328
"216",3801,38.6913294,-0.4761893,5,0,"null",32.8258751893882,85.2088781583571,2405.79991331324,4278.51839098148,11.5645164913069,1928.90574620105,338.991455427626
"217",3802,38.6952156,-0.4868112,8,0,"null",9.0793521925807,39.0848291643911,3999.48824457824,6002.53673447296,4.98098578894944,3633.53513972834,336.19481934371
"218",3803,38.701789,-0.4809098,2,0,"null",38.6254811098333,193.066879126135,6034.81954722665,6905.61167784035,-0.835636470585477,5856.41408204101,334.499388064812
"219",3804,38.7123233,-0.4667501,8,100,"pos",14.4854760128073,-440.734144249383,842.666792077944,1211.14428322762,8.47829694773078,4752.64841248281,334.724019361964
"220",3810,38.7099561,-0.3983829,25,0,"null",11.3481591171585,568.905549886701,4011.22740283608,3872.50652005896,12.3966977573963,5237.81575718895,358.861071746289
"221",3812,38.7415839,-0.3324856,33,0,"null",20.0378213615622,-182.98137525435,2367.07239043899,3382.26617542095,-0.24078949560643,1631.11228388734,339.566811569154
"222",3815,38.6629008,-0.3654204,12,100,"pos",6.0000739286188,452.815172057689,648.12308838591,1365.31028244644,0.780562522667176,5328.42534389347,354.307648272301
"223",3818,38.6873164,-0.4962552,2,100,"pos",6.8594613079913,659.656644228048,3301.07722231187,1764.27207035013,12.4348484990965,3416.37319903821,338.314502327249
"224",3820,38.738618,-0.4384458,3,105.7,"pos",17.9166726290714,141.087496248405,4127.52460641786,2554.97739170678,-2.75172654066484,6374.26817333326,312.268228680086
"225",3827,38.7624113,-0.3701276,6,0,"null",38.9295704888646,-39.0591180388709,6966.69124746695,5324.66242089868,-2.82135312891771,3816.36387561448,336.991620544321
"226",3828,38.7887028,-0.3277829,31,100,"pos",7.00378440576605,478.744194482289,4337.95368755236,3770.81306250766,7.16000416832377,4398.77711683512,321.86993779128
"227",3829,38.7463904,-0.4596721,22,288.6,"pos",43.9795074481517,558.596422531481,3052.84814741462,4043.7576752156,5.66696274323133,3991.63569533266,342.402485572714
"228",3830,38.7804929,-0.4384458,1,33.3,"neg",44.9845303480979,-354.435326162237,6996.27071805298,3061.60446712747,13.4523277149831,4335.67200023681,328.580968046922
"229",3839,38.7882602,-0.4596721,25,100,"pos",41.9952401455957,-328.917233284964,5112.17276412062,5316.09121453948,6.74991193548859,1987.06503869034,348.156701293976
"230",3840,38.8146069,-0.4078058,7,100,"pos",42.7691522894893,-112.559380015391,1356.24856557697,4180.83531297743,4.91824471344395,6109.95734683238,346.790995188135
"231",3850,38.8252202,-0.3607137,23,0,"null",37.0412203271408,272.783785087123,2457.00769480318,1215.31122764573,-1.77100298265072,2795.45529382303,341.518265042624
"232",3860,38.8515081,-0.3089777,22,0,"null",17.6432157733943,-399.377465251251,5096.32154097781,6654.57882783376,-1.34999354235871,6666.47809608839,345.788367697735
"233",4001,36.837922,-2.4647416,2,55.8,"pos",19.5462228308897,-459.300183593413,569.145932747051,921.676628338173,3.45745802435755,731.006144545972,335.992781474577
"234",4002,36.8469612,-2.514842,3,3.8,"pos",27.0869535899255,598.043424800795,4767.79661579058,3309.64996996336,-1.25722166126174,6572.37581964582,343.675095136989
"235",4003,36.8439857,-2.4641235,6,0,"null",24.6486379690468,-130.747682645735,3243.81585628726,2541.67675990611,-1.97999201156518,4740.83997751586,322.207445372585
"236",4004,36.8366538,-2.4610327,0,0,"null",34.7966152401641,474.475142149626,3370.81918348558,3596.85425171629,4.37862578958065,6858.77450956032,315.928983384287
"237",4005,36.8414494,-2.4567059,5,0,"null",48.2208752636798,351.198327230683,4910.41749976575,3405.93549231999,-6.50047485700213,2395.88930704631,341.341312997967
"238",4006,36.8416526,-2.4468177,0,48.3,"neg",14.1934074691962,629.072868715501,2400.84957289509,2266.24971232377,-4.69502364115888,1469.57493671216,336.859272741119
"239",4007,36.8270874,-2.435696,2,45.9,"pos",12.4075332765933,444.199540576759,4566.06696178205,2687.05296432599,-3.68481859184815,1668.04021662101,329.022904679384
"240",4008,36.8686786,-2.5049414,3,100,"pos",39.2283054334112,540.349117405602,6498.91196950339,765.262733446434,-10.4184848317727,2974.59085672162,349.868613439771
"241",4009,36.8616927,-2.4529976,2,86.5,"pos",48.2039649325889,20.7825960490095,2745.8530579228,5848.37520853616,8.17400146787627,5916.46207533777,331.170851792155
"242",4100,36.9559467,-2.1646722,5,0,"null",45.8618515559938,106.35875494384,4612.29655202478,4717.40265507251,4.90648908340159,5435.41922881268,349.478896477335
"243",4110,36.9377212,-2.1327491,7,0,"null",13.5920355988201,4.21862358926553,3695.47494407743,1733.70061451569,5.04624500925161,5620.73116484098,325.587644777843
"244",4113,36.8722464,-2.1867861,9,0,"null",19.5551396438386,-108.30739953087,4505.25224548765,4273.24500307441,-5.70069330314972,3884.28512648679,338.688664606361
"245",4114,36.9679161,-2.0959429,22,100,"pos",3.513645862462,288.302330169072,4699.0881963633,1024.77725194767,5.50494372305067,6664.48294469155,348.725824231586
"246",4116,36.9150457,-2.0469151,7,20.5,"neg",27.2765844520181,-504.861515035745,1802.31674695387,6816.79746462032,6.07912842236313,2316.79651299492,337.205070805095
"247",4117,36.8269305,-2.1646722,5,24.8,"neg",32.8277257606387,-333.682554926765,5272.25883323699,972.517680609599,9.79917274693868,5240.06597632542,333.90172123191
"248",4118,36.7686892,-2.1106617,2,74.5,"pos",28.2405275611673,-480.318665963052,2979.11939015612,5131.86910739169,8.06418362252155,456.896943366155,327.754097761684
"249",4120,36.8544828,-2.4109908,4,8.5,"neg",44.4754650155082,-474.17935912313,6305.07295140997,5143.88808473013,1.01554288702852,2980.15141673386,344.84209464119
"250",4130,36.8609454,-2.3566861,4,0,"null",19.0291315794457,-339.398039912385,4546.5082207229,4027.15455037542,-0.598185695811631,5816.62571211345,337.912385788865
"251",4131,36.8194445,-2.2778128,1,99,"pos",15.5790587530937,-428.104104264533,5233.22262163274,4727.02788561583,5.09905117917216,4184.06248092651,334.898894614261
"252",4140,36.9763337,-1.9148091,5,0,"null",48.1171610625461,-114.510493736084,6911.35878185742,3664.2785272561,3.62811992041986,4925.90066445991,324.755263881427
"253",4150,36.7745776,-2.2310465,9,0,"null",49.0521125961095,-14.2319924473234,1193.90415903181,5185.94467295334,-1.16092722622412,671.395987365395,324.48289410621
"254",4151,36.7725689,-2.1941598,10,69.2,"pos",19.8398535109591,380.656309432989,3008.70223375969,4829.13852627389,0.135088208046142,5792.12489952333,335.774063114061
"255",4200,37.0380889,-2.3616203,4,100,"pos",29.5610380456783,233.76248283274,4243.46093246713,2527.885831194,-0.629093194158234,869.466361450031,340.860506523431
"256",4210,37.0356543,-2.2089109,13,100,"pos",4.03279236867093,154.084483832963,1985.75667054392,6072.01816192828,2.39864687516165,4297.72004396655,340.784885335507
"257",4230,36.8910062,-2.4653598,1,32.3,"neg",28.9512042386923,-293.058853386315,1505.26390555315,1314.01770683005,-4.69787494201112,3338.20844427682,328.709480138946
"258",4240,36.8924162,-2.396174,4,19.3,"pos",24.1356416998897,485.729737615529,1230.73061234318,550.293695181608,3.29962721526434,6465.14338478446,321.016735104409
"259",4250,36.9189878,-2.4109908,4,26,"pos",13.9232404152863,-128.594909960962,2588.42039187439,2094.82636731118,5.63340585303798,2263.32435491495,330.436114626533
"260",4260,36.9615582,-2.4307539,13,0,"null",20.8035208946094,247.009311244229,5390.65153202973,3950.77832317911,-7.37241013408522,2500.14455527999,321.020218499415
"261",4270,37.1606405,-2.1155691,5,100,"pos",17.8709839282092,-62.4586271543488,6636.74138602801,422.909445967525,3.96112133552672,6655.30369007029,340.392019272291
"262",4271,37.2153817,-2.0469151,11,41.2,"neg",48.0838462964166,-60.0933017233982,4856.83336672373,788.03597711958,-3.08008713659202,6316.14954913966,335.190851107421
"263",4279,37.1170755,-2.1548473,8,0,"null",10.9476042722818,397.90270901897,5609.64864934795,5859.75639820099,-1.90044444003381,6806.61287559196,308.178911275948
"264",4280,37.1661235,-1.9514657,5,57.2,"pos",47.144988469081,-137.377258602223,5671.94562628865,6119.40610324964,10.0395503020288,3367.29202442802,338.858169946291
"265",4288,37.1840951,-1.9979411,6,0,"null",19.765724560013,-329.615133263012,1735.86240834557,4006.25126766972,-2.56917034110987,5049.65462018736,330.419916453314
"266",4410,36.9177737,-2.4703057,3,0,"null",16.8100180039182,-56.6613312245377,6700.4021961242,4969.45021324791,3.06994618393149,3939.74327272736,342.333482676851
"267",4480,36.9494002,-2.9675572,21,0,"null",26.4233233286068,-318.741913985321,4017.52577316947,4684.33711477555,-0.190774383569149,6715.11556599289,339.57389604417
"268",4510,37.1686652,-2.7680247,17,56.5,"pos",34.0867633204907,-55.9241193033761,2825.81841088831,6388.6768406257,1.92435139060825,5565.00634737313,333.249100747605
"269",4520,37.1134659,-2.8377656,5,0,"null",20.2810393169057,-245.735493738012,4390.87890661322,781.140147801489,0.422708434526787,4010.07536291145,338.057700140477
"270",4550,37.2045935,-2.5990835,25,0,"null",7.72277917899191,-8.18810590396998,1481.72944174148,3370.97009336576,0.212866608575701,3243.48419569433,348.871930816558
"271",4600,37.3998708,-1.8806237,7,0,"null",12.0944208239671,12.7830375437864,431.320812785998,6120.36004178226,4.71492585883101,3097.06251565367,345.580384489912
"272",4610,37.2927086,-1.900155,8,22.4,"neg",4.97088087303564,391.019693479248,2679.01030750945,4731.01252727211,3.06604798167805,4236.38611808419,352.584166289224
"273",4618,37.278554,-1.7782267,6,0,"null",25.5149468251038,244.273237873556,6111.75676640123,2874.11277345382,7.63417108713142,6221.85405027121,351.243844884239
"274",4620,37.2291388,-1.8611011,2,37.9,"neg",4.32315323501825,249.557044500043,5827.84790126607,747.624723799527,-3.86268024871218,4962.46420834213,327.412641248572
"275",4628,37.2282072,-1.9196949,10,18.4,"neg",34.2371187577955,321.9191831879,3313.25684594922,1863.1686755456,3.67023382358526,5646.24999715015,344.859473039668
